87.9389,139.237,29.313,24.4275,0.0265292
88.7532,138.626,29.313,24.4275,0.0269298
88.7532,139.237,29.313,24.4275,0.0266428
90.3817,138.626,29.313,24.4275,0.0272909
90.3817,138.626,29.313,24.4275,0.0278898
91.1959,138.015,29.313,24.4275,0.0306363
92.0102,138.626,29.313,24.4275,0.0306828
92.0102,138.626,29.313,24.4275,0.031049
92.8244,138.015,29.313,24.4275,0.0320258
93.6387,138.015,29.313,24.4275,0.0324166
93.6387,138.015,29.313,24.4275,0.0312154
93.6387,138.015,29.313,24.4275,0.032877
95.2672,137.405,29.313,24.4275,0.0332413
95.2672,136.794,29.313,24.4275,0.033139
96.0814,136.794,29.313,24.4275,0.0350986
96.8957,136.183,29.313,24.4275,0.0357928
97.7099,135.573,29.313,24.4275,0.0346682
97.7099,136.183,29.313,24.4275,0.0344142
98.5242,136.183,29.313,24.4275,0.0341639
99.3384,135.573,29.313,24.4275,0.0350165
99.3384,135.573,29.313,24.4275,0.0347775
100.153,135.573,29.313,24.4275,0.0357814
100.153,135.573,29.313,24.4275,0.0358459
100.967,135.573,29.313,24.4275,0.0364606
101.781,135.573,29.313,24.4275,0.0359028
101.781,136.183,29.313,24.4275,0.0360772
101.781,136.183,29.313,24.4275,0.0364302
102.595,136.183,29.313,24.4275,0.0356059
102.595,136.794,29.313,24.4275,0.0366179
103.41,136.794,29.313,24.4275,0.0376178
103.41,136.794,29.313,24.4275,0.037068
104.224,136.183,29.313,24.4275,0.0384649
104.224,136.183,29.313,24.4275,0.0383461
105.038,136.794,29.313,24.4275,0.0385525
105.038,136.794,29.313,24.4275,0.0349226
105.038,136.794,29.313,24.4275,0.035412
105.852,136.794,29.313,24.4275,0.0344846
105.852,136.794,29.313,24.4275,0.0359383
106.667,136.794,29.313,24.4275,0.0359354
106.667,137.405,29.313,24.4275,0.0349604
106.667,138.015,29.313,24.4275,0.0344062
106.667,138.626,29.313,24.4275,0.0357939
107.481,138.626,29.313,24.4275,0.0347595
107.481,139.237,29.313,24.4275,0.0340092
107.481,139.847,29.313,24.4275,0.0346946
108.295,140.458,29.313,24.4275,0.0338215
108.295,140.458,29.313,24.4275,0.0343618
108.295,141.069,29.313,24.4275,0.0352104
109.109,141.069,29.313,24.4275,0.0346873
109.109,141.679,29.313,24.4275,0.0365123
109.924,141.679,29.313,24.4275,0.0369815
109.924,141.069,29.313,24.4275,0.0365658
109.924,141.069,29.313,24.4275,0.036454
110.738,141.069,29.313,24.4275,0.037061
110.738,140.458,29.313,24.4275,0.0361887
110.738,140.458,29.313,24.4275,0.0378905
111.552,140.458,29.313,24.4275,0.0382567
111.552,139.847,29.313,24.4275,0.0383454
111.552,139.847,29.313,24.4275,0.0342573
112.366,139.847,29.313,24.4275,0.033411
112.366,139.847,29.313,24.4275,0.0327967
112.366,139.847,29.313,24.4275,0.0324573
112.366,139.237,29.313,24.4275,0.0330236
113.181,139.237,29.313,24.4275,0.0332204
113.181,139.237,29.313,24.4275,0.0330917
113.181,139.237,29.313,24.4275,0.0332204
113.995,139.237,29.313,24.4275,0.0329015
113.995,138.626,29.313,24.4275,0.0343955
113.995,138.626,29.313,24.4275,0.0350678
113.995,138.626,29.313,24.4275,0.0335151
114.809,138.626,29.313,24.4275,0.0347984
114.809,139.237,29.313,24.4275,0.0349303
114.809,138.626,29.313,24.4275,0.0350384
115.623,138.626,29.313,24.4275,0.0353335
115.623,138.626,29.313,24.4275,0.0353419
115.623,138.626,29.313,24.4275,0.035122
115.623,138.626,29.313,24.4275,0.035063
115.623,138.626,29.313,24.4275,0.0352206
116.438,138.626,29.313,24.4275,0.0350736
116.438,138.626,29.313,24.4275,0.0358368
116.438,138.626,29.313,24.4275,0.0353727
116.438,138.626,29.313,24.4275,0.0352452
117.252,138.626,29.313,24.4275,0.0360864
117.252,138.626,29.313,24.4275,0.0351184
117.252,138.626,29.313,24.4275,0.0349171
117.252,138.626,29.313,24.4275,0.0356465
118.066,138.626,29.313,24.4275,0.0361564
117.252,138.626,29.313,24.4275,0.0368631
118.066,138.626,29.313,24.4275,0.0377512
118.066,138.626,29.313,24.4275,0.0372498
118.066,138.626,29.313,24.4275,0.0378289
118.066,139.237,29.313,24.4275,0.0377256
118.066,138.626,29.313,24.4275,0.0386632
118.066,138.626,29.313,24.4275,0.0393805
118.066,138.626,29.313,24.4275,0.0404347
118.066,138.626,29.313,24.4275,0.0397687
118.066,138.626,29.313,24.4275,0.0392163
118.066,138.626,29.313,24.4275,0.0398944
118.88,138.626,29.313,24.4275,0.0389648
118.88,138.626,29.313,24.4275,0.0396935
118.88,138.626,29.313,24.4275,0.0388138
118.88,138.626,29.313,24.4275,0.0392852
118.88,138.626,29.313,24.4275,0.0397932
118.88,138.626,29.313,24.4275,0.0404328
118.88,138.626,29.313,24.4275,0.0411674
118.88,138.626,29.313,24.4275,0.0397031
119.695,138.626,29.313,24.4275,0.0392277
118.88,138.626,29.313,24.4275,0.0398973
119.695,138.015,29.313,24.4275,0.0404094
119.695,138.626,29.313,24.4275,0.0406132
119.695,138.626,29.313,24.4275,0.0409658
119.695,138.015,29.313,24.4275,0.0409284
119.695,138.626,29.313,24.4275,0.0421779
119.695,138.015,29.313,24.4275,0.0419621
119.695,138.015,29.313,24.4275,0.0424243
119.695,138.015,29.313,24.4275,0.0423773
119.695,138.015,29.313,24.4275,0.0423037
119.695,138.015,29.313,24.4275,0.0421996
119.695,137.405,29.313,24.4275,0.0430796
119.695,137.405,29.313,24.4275,0.04354
119.695,136.794,29.313,24.4275,0.0431126
119.695,136.794,29.313,24.4275,0.0436225
119.695,136.794,29.313,24.4275,0.0437354
119.695,136.794,29.313,24.4275,0.0437904
119.695,136.794,29.313,24.4275,0.0450876
119.695,136.794,29.313,24.4275,0.0438952
119.695,136.183,29.313,24.4275,0.0446118
119.695,136.794,29.313,24.4275,0.0432171
119.695,136.183,29.313,24.4275,0.0435096
119.695,136.794,29.313,24.4275,0.0435129
119.695,136.794,29.313,24.4275,0.0432365
119.695,136.794,29.313,24.4275,0.0447668
119.695,136.794,29.313,24.4275,0.0450348
119.695,137.405,29.313,24.4275,0.0459057
119.695,137.405,29.313,24.4275,0.0461406
119.695,137.405,29.313,24.4275,0.0460057
119.695,137.405,29.313,24.4275,0.0453716
119.695,137.405,29.313,24.4275,0.0444164
119.695,137.405,29.313,24.4275,0.0438285
119.695,136.794,29.313,24.4275,0.045236
